date,soname,catname,userdata,dataondisk,dedup
09-01-2025,yfphsor02.kmdc.att.com,p5enb3d8_Repl,14.05,13.12,1
09-01-2025,yfphsor02.kmdc.att.com,p5enb3d9_Repl,14.37,13.34,1
09-01-2025,yfphsor02.kmdc.att.com,p5enb4d1_Repl,10.49,9.82,1
09-01-2025,yfphsor02.kmdc.att.com,p5enb4d2_Repl,14.55,13.44,1
09-01-2025,yfphsor02.kmdc.att.com,p5enb4d3_Repl,3.82,3.47,1
09-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_DB_COMMON_TARGET,1084.01,271.18,3.9
09-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_FS_ALPH332_Rep,1181.17,64.88,18.2
09-01-2025,ufphsor03.madc.att.com,UFP_PROD_Linux_FS_ulph189,0.17,0.01,14
09-01-2025,ufphsor03.madc.att.com,UFP_PROD_FS_ulph189,412.05,40.17,10.2
09-01-2025,ufphsor03.madc.att.com,UFP_NonPROD_FS_ulph189,104.16,4.52,23
09-01-2025,ufphsor03.madc.att.com,UFP_PROD_DB_Common_ulph189,1135.06,296.58,3.8
09-01-2025,afphsor03.aldc.att.com,AFP_PROD_Linux_FS_alpd11665,0.1,0.01,9.9
09-01-2025,ofphsor02.bodc.att.com,test_ofphsor02,0,0,0
09-01-2025,ofphsor06.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
09-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd11038,0,0,0.5
09-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd10888,0,0,0
09-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Windows_FS_olpd10888,0,0,0
09-01-2025,ofphsor07.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
09-01-2025,ofphsor07.bodc.att.com,OFP_PROD_Linux_FS_olpd10888,0.02,0.01,2.6
09-01-2025,ofphsor07.bodc.att.com,OFP_PROD_Windows_FS_olpd10888,0,0,0
09-01-2025,tfphsor06.dadc.sbc.com,CFP_Prod_FS_clph657_Rep,103.63,6.44,16
09-01-2025,tfphsor06.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlpd13422_SO06,0.22,0.01,17.8
09-01-2025,tfphsor06.dadc.sbc.com,CFP_Prod_DB_Common_clph657_Rep,1852.06,151.34,12.2
09-01-2025,tfphsor07.dadc.sbc.com,CFP_PROD_DB_Common_clph587_Rep,924.26,71.61,12.9
09-01-2025,tfphsor07.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlpd13422_SO07,0.13,0.01,14
09-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_Linux_FS_clpd13671,0,0,0
09-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_FS_clph657,102.15,6.31,16.1
09-01-2025,cfphsor04.sldc.sbc.com,CFP_Non_Prod_FS_clph657,73.19,4.4,16.6
09-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_DB_Common_clph657,1329.65,95.53,13.9
09-01-2025,cfphsor04.sldc.sbc.com,CFP_Non_Prod_DB_Common_clph657,318.52,9.53,33.4
09-01-2025,cfphsor06.sldc.sbc.com,test,0,0,0
09-01-2025,YFPHSOR01.kmdc.att.com,test_store,0,0,0
09-01-2025,YFPHSOR05.kmdc.att.com,YFP_Catalog_ylpd10529,0,0,0
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_Linux_FS_clpd13672,0,0,0
09-01-2025,cfphsor07.sldc.sbc.com,CFP_Non_PROD_FS_clph587,150.82,3.69,40.8
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_FS_clph587,62.14,2.66,23.3
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_clph587,533.08,45.28,11.7
09-01-2025,cfphsor07.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph587,154.3,22.81,6.7
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_clph444,2410.78,519.23,4.6
09-01-2025,cfphsor07.sldc.sbc.com,CFP_NonProd_FS_clph444,79.12,2.59,30.5
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_FS_clph444,519.92,46.8,11.1
09-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_cspr246,0,0,0
09-01-2025,cfphsor07.sldc.sbc.com,CFP_NonProd_FS_csprd370,0,0,0
09-01-2025,cfphsor07.sldc.sbc.com,CFP_Prod_FS_csprd370,9.18,0.26,35.9
09-01-2025,cfphsor07.sldc.sbc.com,p1ccr8d2,0,0,0
09-01-2025,ffphsor04.ffdc.sbc.com,FFP_flpd11354_common,0,0,0
09-01-2025,ffphsor05.ffdc.sbc.com,ffphsor05_common_flpd11354,0,0,0
09-01-2025,ffphsor06.ffdc.sbc.com,ffphsor06_common_flpd11354,0.01,0,13.2
09-01-2025,ffphsor11.ffdc.sbc.com,Test,0,0,0
09-01-2025,ffphsor07.ffdc.sbc.com,Test,0,0,0
09-01-2025,ffphsor08.ffdc.sbc.com,Test,0,0,0
09-01-2025,ffphsor09.ffdc.sbc.com,Test,0,0,0
09-01-2025,ffphsor10.ffdc.sbc.com,Test,0,0,0
10-01-2025,yfphsor03.kmdc.att.com,test,0,0,0
10-01-2025,yfphsor03.kmdc.att.com,AFP_PROD_DB_COMMON_ALPH332_02_Rep,240.72,209.5,1.1
10-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_FS_YLPD10529,0,0,0
10-01-2025,yfphsor03.kmdc.att.com,KGM_NON_PROD_DB_Common_ylpd10529,355.14,39.51,8.9
10-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_DB_Common_ylpd10529,0,0,0
10-01-2025,yfphsor03.kmdc.att.com,KGM_NonPROD_FS_ylpd10529,0,0,0
10-01-2025,yfphsor04.kmdc.att.com,test,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlph101,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd653,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,test,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tsprd653,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd653,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tsprd653,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Prod_Windows_FS_tsprd540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tspr540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tlph101,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tlph101,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tlph101,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph101,735.11,250.23,2.9
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph101,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph101,198.84,9.99,19.9
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph101,328.61,23.43,14
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_FS_tlpd11266,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd11266,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd11266,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd11266,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph102,160.27,2.11,76
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph102,57.85,2.9,19.9
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph102,75.16,10.18,7.3
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph102,0.01,0.01,0.9
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd540,83.16,4.92,16.8
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tsprd540,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd540,20.22,2.52,8
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd653,11.78,0.38,31.1
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd653,61.69,5.22,11.8
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tsprd653,0.14,0.06,2.1
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd653,167.52,24.31,6.8
10-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlpd237,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd237,61.31,3.85,15.9
10-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd237,0,0,0
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd237,12.85,10.74,1.1
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_p1ccr7d6,0.04,0.01,2.8
10-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_p1ccr7d6_Tlph102,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_t1ccr2d5_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr1m2_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd246_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d7_Rep,0,0,0.5
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd246_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d8_Rep,0.04,0.04,0.9
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd370_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph444_Rep,2679.63,593.21,4.5
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd370_Rep,10,0.32,31.6
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_clph444_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_clph444_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph444_Rep,485.35,47.89,10.1
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_cspr246_Rep,0.43,0.4,1
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep,0,0,0
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph587_Rep,58.08,2.54,22.8
10-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph587_Rep,2.06,0.84,2.4
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_clph444_Rep_cfphsor05,176.09,9.27,19
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_clph444_cfphsor05,181.09,46.62,3.8
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep_cfphsor05,48.16,4.21,11.4
10-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_csprd246_Rep_cfphsor05,7.3,6.1,1.1
10-01-2025,tfphsor05.dadc.sbc.com,p1ccr8d2_target,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,t1ccr2d5,3.03,0.35,8.5
10-01-2025,cfphsor02.sldc.sbc.com,p1ccr1m2,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph587,0.94,0.24,3.8
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_FS_clph587,508.42,7.79,65.3
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph587,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph587,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_csprd370,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_csprd370,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_csprd370,0.58,0.09,6.1
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_csprd370,4.97,0.18,27.1
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_clph444,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d7,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d8,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_clph444,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_clph444,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_clph444,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph444,123.38,51.58,2.3
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph444,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_clph444,1.97,0.4,4.9
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph444,8.06,3.66,2.2
10-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_csprd246,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_FS_csprd246,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_cspr246,0,0,0
10-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_cspr246,0.01,0.01,2.5
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tlph101_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tlph101_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph101_Rep,1080.81,357.24,3
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tsprd653_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd653_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_Non_PROD_FS_tlph101_rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_Prod_Windows_FS_tsprd540_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph101_rep,399.37,26.24,15.2
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd540_Rep,0,0,0
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph102_rep,62.32,3.42,18.2
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph102_Rep,74.07,10.05,7.3
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd540_Rep,92.56,5.05,18.3
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd540_Rep,20.67,2.5,8.2
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd653_Rep,167.95,24.63,6.8
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd653_Rep,64.05,5.69,11.2
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlpd237_Rep,16.77,13.09,1.2
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlpd237_Rep,67.51,3.99,16.9
10-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_p1ccr7d6_Rep,0,0,0
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph634,6.32,0.3,20.8
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph874,5.11,0.09,56
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd267,0.77,0.04,17.4
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd466,2.77,0.09,30.2
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd483,1.02,0.05,20.6
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd649,1.79,0.09,20.1
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd685,2.87,0.1,28
10-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blpd739,1.14,0.03,40.3
10-01-2025,bfphsor01.bhdc.att.com,BPF_Catalog_blpd10808,0.05,0.01,4.6
10-01-2025,bfphsor01.bhdc.att.com,blpd10808,0,0,0
10-01-2025,bfphsor01.bhdc.att.com,blpd10809,0,0,0
10-01-2025,bfphsor01.bhdc.att.com,blpd10810,0,0,0
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlp13422_dup,0.12,0,37.3
10-01-2025,cfphsor01.sldc.sbc.com,OFP_Catalog_clpd13671,0,0,0
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13671,0.02,0,11.4
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph444,4.99,0.26,18.8
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph587,3.98,0.11,37.4
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph657,4.83,0.16,30.1
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd246,0.16,0.02,10.3
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd370,1.77,0.1,17.7
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph101_dup,11.9,0.34,34.5
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd653_dup,1.86,0.05,39.5
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd540_dup,0.69,0.02,32.3
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd11266_dup,1.77,0.03,66.2
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd237_dup,4.14,0.03,129.8
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph102_dup,5.13,0.15,35.3
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd654_dup,3.72,0.11,34
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd245,2.78,0.05,53.7
10-01-2025,cfphsor01.sldc.sbc.com,CFP_PROD_Linux_FS_clph657,0,0,0
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13241,0.07,0.01,6.2
10-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13672,0,0,8.3
10-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd13081_dup,0.03,0,12.5
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph874,135.41,7.75,17.4
10-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph874,130.09,7.21,18
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph874,569.44,94.54,6
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p2spn1d4,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d2,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d1,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d3,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d4,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d5,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d6,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d7,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb2d1,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Linux_FS_bsprd652,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_bsprd652,0,0,0
10-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph874,83.49,42.87,1.9
10-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph634,12.25,0.47,26.1
10-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph634,7.45,1.56,4.7
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph634,116.75,8,14.6
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph634,82.31,38.09,2.1
10-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p1edw1d2,0,0,0
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd245_dup,2.78,0.05,53.5
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlp13422,0.12,0,35.3
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13241_dup,0,0,0
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13671_dup,0.02,0,16.7
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd11266,1.77,0.03,66.1
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd237,4.14,0.03,129.7
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph101,11.9,0.34,34.6
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph102,5.13,0.15,35.3
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd540,0.69,0.02,32.4
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd653,1.86,0.05,39.5
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd654,3.72,0.11,34.1
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph444_dup,0,0,0
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph587_dup,3.98,0.11,37.4
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph657_dup,5.05,0.15,33.5
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd246_dup,0.81,0.03,30.4
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd370_dup,1.77,0.1,17.7
10-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13672_dup,0.02,0,16.8
10-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd13081,0.07,0.01,5.5
10-01-2025,ufphsor01.madc.att.com,usprd144_test,0,0,0
10-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulph189,2.48,0.11,22.5
10-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd144,1.22,0.04,29.2
10-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd445,2.4,0.06,43.3
10-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulpd10324,0.12,0.01,9.9
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr02,0.39,0.01,74.2
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr04,1.56,0.04,37
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olph437,8.56,0.27,31.8
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd544,1,0.03,36.4
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd565,0.83,0.02,38
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd312,11.95,0.14,85.5
10-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olpd11038,0.01,0,12.7
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_flpd633_dup,15.48,0.63,24.6
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd119_dup,0,0,0
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd304_dup,0.79,0.01,54.1
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd448_dup,3.06,0.15,20.8
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd475_dup,0.31,0.01,32.3
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd476_dup,0.18,0.01,34.2
10-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd508_dup,1.39,0.02,56.7
10-01-2025,ofphsor01.bodc.att.com,FFP_Local_BKUP,0.02,0.01,2.3
10-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11354_dup,0,0,7.8
10-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11355_dup,0.01,0,11
10-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_Linux_FS_olph437,0,0,0
10-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_Windows_FS_olph437,0,0,0
10-01-2025,ofphsor04.bodc.att.com,OFP_PROD_Linux_FS_olph437,0,0,1.7
10-01-2025,ofphsor04.bodc.att.com,OFP_PROD_Windows_FS_olph437,0,0,0
10-01-2025,ofphsor04.bodc.att.com,test,0,0,1.9
10-01-2025,ofphsor04.bodc.att.com,OFP_PROD_DB_Common_olph437,1392.52,145.72,9.5
10-01-2025,ofphsor04.bodc.att.com,OFP_Non_PROD_DB_Common_olph437,0,0,0
10-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_FS_olph437,267.02,15.44,17.2
10-01-2025,ofphsor04.bodc.att.com,OFP_PROD_FS_olph437,550.71,64.25,8.5
10-01-2025,ofphsor05.bodc.att.com,FFP_PROD_Linux_FS_fsprd448_Rep,0,0,0
10-01-2025,ofphsor05.bodc.att.com,FFP_PROD_Windows_FS_fsprd448_Rep,0,0,0
10-01-2025,ofphsor05.bodc.att.com,FFP_PROD_FS_flpd633_rep,269.12,19.66,13.6
10-01-2025,ofphsor05.bodc.att.com,FFP_PROD_DB_flpd633_rep,1448.56,311.48,4.6
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_bspebr02_dup,0,0,0
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_bspebr04_dup,1.56,0.04,37
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_olph437_dup,0,0,0
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd312_dup,11.95,0.14,85.5
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd544_dup,0,0,0
10-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd565_dup,0,0,0
10-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_flpd633,15.48,0.63,24.6
10-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd119,0,0,0
10-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd304,0.79,0.01,54.2
